Country,Issuer,Denomination,Year,Mintmark,Subject,"Value, USD (CoinSnap) ",Krause Number,Value (MY),Grading,Note,Obverse photo,Reverse photo
PL,Poland,2 zlote,1979,MW,Common series,0.15,,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/86e52c0e-e7da-4a1c-bb5d-f86f7210d023.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/c36f4222-259e-4f7f-9ae5-6583a4d0faa2.png
PL,Poland,50 groszy,1923,No mintmark,Common series,0.51,,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/9275e4be-6905-4cc1-9e9c-faaddc9044ed.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/56553f3b-7e1b-4b32-b8fa-f01b27baa8d1.png
IT,Italy,500 lire,1985,R,Common series,0.37,KM# 111,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/0cce90fa-1441-4722-b53b-8b48586fce9b.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/816906b8-9f94-4082-9dff-428045a98897.png
IT,Italy,100 lire,1957,R,Common series,0.16,,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/07310bb1-35c6-42b0-be5e-ff2d5b0a65a7.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/c0fcbce8-64fb-4c65-b7e7-1f5ac7ce4e81.png
IT,Italy,200 lire,1978,R,Common series,0.26,KM# 105,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/a6562f84-24ce-416f-90db-fdce88e4a7f4.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/3722c53b-6f5a-403e-b599-35d2b302b8a9.png
IT,Italy,50 lire,1964,R,Common series,0.26,,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/6b8a1321-bd3a-4bfa-a660-4255196076b7.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/40bbaa2d-2990-439b-8a98-1ebd3556ea23.png
IT,Italy,100 lire,1991,R,Common series,0.12,,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/230fc303-da57-423d-a527-ec918edc0018.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/d91137f3-07c1-4d51-9eca-6b1bce9d4547.png
IT,Italy,10 lire,1954,R,Common series,0.21,KM# 93,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/8e6bd2aa-3fa9-4873-b240-81c2b0a1e06b.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/569e2373-5b2c-4aba-863e-b6a68fd65235.png
IT,Italy,5 lire,1952,R,Common series,0.14,KM# 92,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/cfd2bec1-80a7-4300-9229-1c293bd71964.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/a4218537-8cba-47ad-89d6-870b82343311.png
PL,Poland,5 zlotych,1994,No mintmark,Common series,1.26,,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/d1c4df5f-a73b-440e-bf50-63bd0780d407.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/c3d6b875-d902-45cd-97d3-c35e937bc216.png
PL,Poland,2 zlote,1994,No mintmark,Common series,0.52,,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/a6094526-197d-4837-81de-4e6d1ec6bf0d.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/b2766b6e-a921-4ba5-84a5-bc7175715b55.png
PL,Poland,50 groszy,1991,No mintmark,Common series,0.18,,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/5b8604ba-bf2f-4891-9c3f-ee78b8b093a9.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/f0c176e5-e5da-4059-b537-b2ed8de2c6e7.png
PL,Poland,20 groszy,1997,No mintmark,Common series,0.09,,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/804bd8f1-4f80-412e-b302-8ad4f3d93ad2.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/ff8662e2-9af6-4193-8a81-d311fba46cfc.png
PL,Poland,10 groszy,1991,No mintmark,Common series,0.08,,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/0b5dc026-f34b-4175-92f9-0e5d9b210a55.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/a0a9fa2a-112e-478b-b4e6-17919668f47f.png
PL,Poland,5 groszy,1993,No mintmark,Common series,0.16,,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/17b2f7d8-3887-4a0b-90a5-fb172d745c79.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/349f4a01-4395-48dd-98d1-33c94fae7031.png
PL,Poland,2 grosze,1990,No mintmark,Common series,0.22,,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/7cb87033-e376-4e89-b29d-7027f358cdd4.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/caea970d-6aee-40d1-9999-a5ecb279521f.png
PL,Poland,1 grosz,1999,No mintmark,Common series,0.08,,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/629e3f99-fb95-4c4e-80d9-02c21bd4df37.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/6c5a8106-dbd0-49d8-829e-b6a9c683940d.png
PL,Poland,1 zloty,1994,MW,Common series,0.27,,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/ebf0f3cd-8a77-404b-910b-32abafda265d.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/9581d5dd-dc45-4e4f-87f0-32f11134e02b.png
HR,Croatia,5 kuna,1997,No mintmark,Common series,1.57,KM# 11,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/8c18e0bc-4f75-4bc7-9c00-f57bca1eb350.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/37bfb09c-e12a-42a3-bb79-ba99ae4787e6.png
HR,Croatia,2 kune,1996,No mintmark,Common series,0.64,KM# 21,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/1b053f05-5fb2-47bf-a661-782977b529a4.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/0d986175-524a-478d-a559-4f4a4f365a3e.png
HR,Croatia,1 kuna,1993,No mintmark,Common series,0.21,KM# 9.1,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/bd5e908d-45a5-4cb4-a190-0f7508f5f88f.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/a9bdc869-e69e-44f5-9fbc-7b4cc38f9a1e.png
HR,Croatia,50 lipa,2003,No mintmark,Common series,0.25,KM# 8,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/b039f77d-85bc-4f64-bea9-3de405f1d061.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/b07058ab-78e4-4dcd-bee2-40a71fab8ec1.png
HR,Croatia,20 lipa,2003,No mintmark,Common series,0.15,KM# 7,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/c201d695-f0a3-4dc9-ae6a-2d5169de7a92.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/c00858a6-1642-4b4b-b451-c99e18409363.png
HR,Croatia,5 lipa,2003,No mintmark,Common series,0.16,KM# 5,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/b9c61d78-3ac9-461b-8eb5-7b50e0f45233.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/264d0be8-394d-4fe8-9626-047693c3beb2.png
HR,Croatia,10 lipa,1999,No mintmark,Common series,0.18,KM# 6,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/77c71171-06e9-4e05-87cd-50173e93c404.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/51426be2-51e1-4daf-9b22-161b74bf3a54.png
MX,Mexico,2 pesos,2000,M,Common series,0.52,KM# 604,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/9d2e280f-685a-4998-a9d8-3a0e50e01fd1.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/b441e51b-573b-4cba-b50e-13922a96f586.png
DE,Germany,1 mark,1986,D,Common series,0.51,KM# 110,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/9a04507e-486a-4192-86c1-7246389ff857.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/b5738fee-583a-4d31-a098-9b989c64c735.png
DE,Germany,50 pfennig,1972,D,Common series,0.17,KM# 109,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/8920f487-b2f8-4a98-a50f-345ea4485bf6.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/ae3257da-550a-4c88-aac4-44f496d5141d.png
DE,Germany,10 pfennig,1993,A,Common series,0.18,KM# 108,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/0053f016-4489-40fc-ac2b-d71a986f9d84.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/16ce021d-2514-44fb-9b65-7bf7115420a1.png
DE,Germany,5 pfennig,1979,D,Common series,0.11,KM# 107,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/ff779bbe-4d30-4c0f-9cac-4acf20677225.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/427a64f6-952b-4e93-b969-9890eb3e2381.png
DE,Germany,1 pfennig,1950,D,Common series,0.12,KM# 105,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/99174a1a-2f20-442a-9ab4-85d6fb099f44.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/11812890-53bc-45e6-8d7c-81495062ae79.png
DE,Germany,1 pfennig,1983,D,Common series,0.13,KM# 105,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/01edc049-38e6-441b-abf1-a7cd69701360.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/ef6f988e-20f5-4753-9fda-466306b4db56.png
DE,Germany - GDR,1 pfennig,1968,A,Common series,0.07,KM# 8.1,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/093800a9-82a9-4c8b-84f5-b74a9c077833.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/08d841f8-0185-40fd-8f33-88b0a3769c49.png
DE,Germany,2 pfennig,1986,D,Common series,0.19,,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/97f4cec4-b8cf-45e6-b14b-5466df916580.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/cc726744-5b4d-4593-9413-e845272ffa58.png
DE,Germany,2 mark,1977,D,Konrad Adenauer. 20th Anniversary - Federal Republic (1949 - 1969),3.06,KM# 124,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/cbd9e96e-6487-4e39-80f4-568e279ca6d0.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/908165ab-adbe-4ce3-a73b-85ef604ed710.png
BG,Bulgaria,20 stotinki,1999,No mintmark,Common series,0.21,KM# 241,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/ee26d38d-ce98-4873-be53-bd5f334d3b78.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/28e75026-9af6-46ee-bf75-d92f81b878a9.png
BG,Bulgaria,5 stotinki,2000,No mintmark,Common series,0.26,KM# 239,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/d743983c-e683-4ef5-b229-b2c8a8c26e3b.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/75aaa7a6-242e-476a-8cde-b136c2f3d9af.png
BG,Bulgaria,2 stotinki,2000,No mintmark,Common series,0.12,KM# 238a,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/d0fb9340-1c59-45d7-99ca-5f0c0982342f.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/ec1a8a2b-4b95-4e53-a04d-fe15acaac8d2.png
BG,Bulgaria,10 stotinki,1999,No mintmark,Common series,0.15,KM# 240,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/3794a8fe-a215-409c-9c80-0539fb35df9c.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/8281ffb2-2a5c-4e78-8336-4d01fe969c55.png
BG,Bulgaria,10 stotinki,1974,No mintmark,Common series,0.13,KM# 87,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/ea0ffeb6-6720-4716-b988-3e572dac3d2d.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/5bf59ccf-0d57-43f9-a81e-afdd034715dc.png
FI,Finland,1 markka,1993,M,Common series,0.23,KM# 76,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/0c0b6919-235a-4771-b41c-721a340a9837.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/9a7a20af-f48a-45e8-b7f4-1c5c1926ae37.png
FI,Finland,50 penniä,1991,M,Common series,0.34,KM# 66,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/3fe37967-f9f9-475f-b294-e8e71387fe3b.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/a64900a6-5168-48f7-b0ff-6ca6de5aa74c.png
FI,Finland,10 penniä,1995,M,Common series,0.14,KM# 65,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/cadbf071-aa75-4ef5-941a-376846987200.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/c46f1555-57e7-44ee-beb1-5157c47a5c24.png
NL,Netherlands,2½ gulden,1988,No mintmark,Common series,1.3,KM# 206,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/1111918c-f676-41ce-a9fb-5322648a9887.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/697591a1-cfae-4dd6-ba7e-75c7a70822c6.png
NL,Netherlands,1 gulden,1978,No mintmark,Common series,0.35,KM# 184a,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/b72ce10e-d7a9-4ac9-acc8-280ee416acca.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/9ab77a0a-0a54-42be-815e-baf146cebdac.png
NL,Netherlands,25 cents,1973,No mintmark,Common series,0.15,KM# 183,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/98e6723f-e885-4e79-9b0e-fc2b6ee81b14.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/ed51e06a-dd09-4f7d-9dfc-febc5afb0498.png
NL,Netherlands,10 cents,1980,No mintmark,Common series,0.14,KM# 182,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/9a7379f5-abac-4573-b998-2ede82fc3afa.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/6adcf2c8-59a5-4c0f-851c-d99ca6e984d2.png
NL,Netherlands,5 cents,1991,No mintmark,Common series,0.14,KM# 202,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/c25441d1-97db-45c3-9da0-1f3e3adbd176.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/0f77a356-057e-4be4-8822-dfe9b6c1ebb5.png
NL,Netherlands,1 cent,1960,No mintmark,Common series,0.11,KM# 180,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/efb44f19-5c3d-4ebb-b28d-18a79d7290bd.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/3cf739ad-e145-48ba-8954-8bfc0a9015f2.png
NL,Netherlands,5 cents,1979,No mintmark,Common series,0.13,KM# 181,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/ac61feb7-9a4b-4ba0-8323-11158c2050de.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/290c4c2b-d829-4456-9908-5acb24d66b50.png
NL,Netherlands,25 cents,1998,No mintmark,Common series,0.19,KM# 204,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/41b5c441-3362-4635-a37a-e6ea995c83e3.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/d15502eb-6eee-4f8d-a5b4-59c70c9b7141.png
TR,Turkey,1000 lira,1990,No mintmark,Common series,0.19,KM# 997,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/a8c629ee-b349-4843-8d89-ff83347d5d92.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/79b6ac10-46b7-43db-90ea-1b07c255b412.png
BA,Bosnia and Herzegovina,5 feninga,2005,No mintmark,Common series,0.37,KM# 121,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/7c7049c2-dba2-4f7b-a9b7-507c97f0349d.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/f970636d-021d-4bb4-8323-15ea2c84fb8b.png
BA,Bosnia and Herzegovina,10 feninga,1998,No mintmark,Common series,0.24,KM# 115,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/27201c48-ca98-4a71-9a91-56481a9b680b.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/2016fd84-ab0f-4b87-a115-bafb931af767.png
BA,Bosnia and Herzegovina,20 feninga,2004,No mintmark,Common series,0.4,KM# 116,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/95e97607-a3c8-4912-a539-cc9c6e04cf28.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/6169b4fc-0a34-4b34-8a5f-573297d037de.png
BA,Bosnia and Herzegovina,50 feninga,1998,No mintmark,Common series,0.87,KM# 117,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/d435f6d0-d480-4e41-88ca-40d9449066e3.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/9c8ace28-cdc7-480c-a386-59c749e83da9.png
BA,Bosnia and Herzegovina,1 marka,2002,No mintmark,Common series,0.69,KM# 118,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/351f0d8f-0b8d-4749-89a0-0cc043496f3a.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/e6cf4b53-e92d-4018-bc23-1504cf40ba47.png
DE,Germany,5 euro cent,2002,A,Common series,0.05,KM# 209,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/60a135b9-4327-4016-b796-b4251e5af2e3.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/caae608d-234c-41ae-803c-dd0ccff17d73.png
IE,Ireland,5 euro cent,2002,No mintmark,Common series,0.05,KM# 34,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/92cca9e8-0bf4-4e00-8e8f-0eb8f501a841.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/63dd253e-a045-4af8-b519-fad0fb8485b7.png
AT,Austria,2 euro cent,2004,No mintmark,Common series,0.02,KM# 3083,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/8daf7922-5a12-4783-81d6-47f7cd1cfbcc.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/cba5b5cb-ccba-497e-ad4c-b5bbaf33f07c.png
IT,Italy,2 euro cent,2002,R,Common series,0.05,KM# 211,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/b4a65a29-adb6-4468-9d32-5b52d209611f.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/9fc99d82-5fd3-451b-bc3a-6e06b79a10c1.png
AT,Austria,10 euro cent,2002,No mintmark,Common series,0.11,KM# 3085,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/09092f31-b769-46bd-b206-6c65d878fcf4.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/14f7586e-1ee3-4ebc-a4cd-94f5c52faced.png
FR,France,1 euro cent,1999,No mintmark,Common series,0.02,KM# 1282,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/b86013b9-095f-4963-bf4f-ba5ba84dedfd.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/8f4682af-b6a5-4235-9698-3c9bdd125dc2.png
IT,Italy,10 euro cent,2002,R,Common series,0.11,KM# 213,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/8c176bfb-72fd-4fc4-9ea4-01c4cc601868.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/c5f60ebb-5c55-4fcf-b9d1-20e3c31badd4.png
IT,Italy,50 euro cent,2002,R,Common series,0.54,KM# 215,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/bf4b1b5f-69ac-4b78-8f5c-282ca769b5d7.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/2c30e73a-406d-4e99-8518-746ee3ea28a2.png
AT,Austria,20 euro cent,2002,No mintmark,Common series,0.21,KM# 3086,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/2d76acaf-bbc7-4964-8c98-849037711321.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/373d59d6-1fff-4f25-b1d0-ba5cd5c75a00.png
AT,Austria,5 euro cent,2007,No mintmark,Common series,0.05,KM# 3084,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/0f59449c-27fc-4589-b694-4c4581198fae.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/dd292796-6053-49b1-a668-83d8a077eaba.png
GR,Greece,10 euro cent,2002,No mintmark,Common series,0.12,KM# 184,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/64d3dece-da02-4402-be38-f8b614b3b78b.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/dd410198-14da-44c4-8396-ba1ecf2a24c4.png
DE,Germany,2 euro cent,2010,A,Common series,0.04,KM# 208,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/9f5258f9-629d-441b-bce6-818535085d23.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/4f129016-6392-4dec-9d41-1de8d80fa391.png
BE,Belgium,2 euro cent,2000,No mintmark,Common series,0.02,KM# 225,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/e60006d3-edc0-465e-b6cd-305a11904315.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/4ce08e33-1ae6-4a77-8bd0-63c16f9fef60.png
AT,Austria,1 euro cent,2005,No mintmark,Common series,0.02,KM# 3082,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/4b852046-e010-41bd-9d15-5e670dde2876.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/275fb291-6a3b-414e-ad3a-e7e1ec49e6d9.png
SK,Slovakia,2 euro cent,2009,MK,Common series,0.07,KM# 96,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/62ee58c3-4a77-42e8-8465-5733cc5859eb.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/add24157-661b-4bb3-89ed-d349e27cb60a.png
SK,Slovakia,1 euro cent,2009,MK,Common series,0.06,KM# 95,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/1ae276b4-1f84-4e29-bcf7-8c5cb263d9c5.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/f235bd9d-eafb-4ba3-abb9-0d5fd08b56e4.png
ES,Spain,1 euro cent,2006,M,Common series,0.01,KM# 1040,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/68fa6390-3ff7-4f56-8568-723db07395af.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/cad46e3f-a205-4bd1-8238-b763992419c8.png
FR,France,20 centimes,1997,No mintmark,Common series,0.16,KM# 930,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/0f7b9488-d849-497c-ad22-03393b65d7f9.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/da79dfea-ca57-4eaf-96a2-3523fd0694a4.png
FR,France,5 centimes,1935,No mintmark,Common series,0.44,,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/610534ad-8681-48da-ba2f-8b840dbadfe8.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/fe22dd32-be4f-489e-9c7b-25945c4d8f6c.png
FR,France,10 francs,1991,Alignment ↑↑,Common series,0.17,KM# 964,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/83dc8c23-83eb-48bc-9987-cb1f651ed72e.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/79634a78-a0b4-4f1f-a64d-4a61a72c5090.png
FR,France,½ franc,1974,No mintmark,Common series,0.26,KM# 931,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/11467356-a002-463e-93d0-e5c71f37a749.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/0e99b457-a734-4d4d-b5c8-cf229891eb86.png
FR,France,2 francs,1979,No mintmark,Common series,0.27,KM# 942.1,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/a82c029e-f412-46cd-a58f-06348e584756.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/159979c0-7cc1-4581-b509-63d6b89c16da.png
FR,France,5 francs,1971,No mintmark,Common series,0.23,,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/a2494be7-c3d6-4258-b4b9-65a7b37019ac.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/9a7fc3b2-4c25-4d69-8342-65a3c405e3c1.png
FR,France,1 franc,1960,No mintmark,Common series,0.17,KM# 925,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/c3a3612c-6fcf-4f2b-bea3-b387d8c9b159.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/0c33cd4f-55f2-4c1f-9efa-55798a06f238.png
IQ,Iraq,250 fils,1981,No mintmark,Common series,1.13,KM# 147,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/f0c1440e-7686-4781-8d43-4869aa5bd568.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/d3f35d60-97d2-4dbd-99df-53f37349d15c.png
IQ,Iraq,50 fils,1981,No mintmark,Common series,0.53,KM# 128,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/326c032e-e36b-447b-a1a2-2e538cbd16bd.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/32050de2-69e9-443f-9444-9f41be98d3bc.png
NO,Norway,10 kroner,1995,No mintmark,Common series,1.21,KM# 457,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/7fb6bf78-01e4-4609-bbe0-84d6c2876b84.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/7e05bc79-e40f-42b0-9b11-eb7f85ec28c5.png
NO,Norway,5 kroner,1998,No mintmark,Common series,0.62,KM# 463,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/621dbee4-fed6-4f7a-890c-8ae9bdb28618.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/c43fb9b7-5be9-4ec1-af70-0fb195372e47.png
NO,Norway,1 krone,1997,No mintmark,Common series,0.24,KM# 462,,,,https://static.coinidentifierai.com/app/prod/recognize/subject_side/194657650/7566ab9b-204f-4951-a145-93d48e5cfab9.png,https://static.coinidentifierai.com/app/prod/recognize/denomination_side/194657650/a3b8a861-dac2-4e7c-8a74-3429ef14ef54.png
